timestamp,machine_age,operator_experience,shift,material_type,workload,maintenance_score,cooling_efficiency,temperature,vibration,pressure,humidity,power_usage,error_count,noise_level,random_sensor_1,random_sensor_2,defect_status,failure_severity,downtime_minutes
2024-01-04 06:00:00,8.37,6.0,Day,C,25.07,5.91,68.92,49.13,49.68,60.05,53.23,237.75,3,38.23,-0.171,-1.592,0,No Defect,77.8
2024-01-04 07:00:00,1.0,9.43,Night,A,69.58,,68.67,44.05,20.08,60.95,61.51,298.62,2,20.0,0.731,4.455,0,No Defect,11.87
2024-01-04 08:00:00,7.12,2.02,Day,A,81.89,8.73,48.26,73.94,59.18,71.84,69.29,409.93,3,53.88,-0.16,-0.541,0,No Defect,66.86
2024-01-04 09:00:00,9.43,5.41,Day,A,84.92,5.38,40.04,72.64,58.54,83.9,55.42,392.7,2,44.7,0.479,-0.627,0,No Defect,77.22
2024-01-04 10:00:00,13.91,5.25,Day,B,59.54,,50.09,64.63,59.6,69.18,67.01,330.68,6,55.69,-0.783,-2.252,1,Minor,92.88
2024-01-04 11:00:00,5.93,1.79,Day,A,65.49,9.35,55.8,58.71,40.67,71.43,60.55,282.85,1,40.84,-1.815,-1.792,0,No Defect,35.48
2024-01-04 12:00:00,4.77,7.87,Day,B,60.76,8.91,65.5,46.86,29.66,58.51,76.29,281.53,2,28.33,0.495,2.583,0,No Defect,22.2
2024-01-04 13:00:00,5.99,11.97,Day,A,64.11,9.04,58.61,56.24,39.5,66.0,65.5,317.57,2,39.64,1.188,3.128,0,No Defect,26.08
2024-01-04 14:00:00,11.66,4.95,Day,A,54.52,4.59,56.7,52.91,44.89,70.54,47.52,286.11,1,40.65,0.371,-2.564,0,No Defect,52.56
2024-01-04 15:00:00,9.32,6.52,Night,A,56.66,3.92,51.12,60.8,54.05,61.55,76.07,325.99,3,47.36,1.444,4.388,1,Minor,71.36
2024-01-04 16:00:00,5.88,5.25,Day,B,76.52,6.63,55.12,71.65,54.7,83.0,61.9,381.81,7,55.08,-1.035,-1.821,0,No Defect,112.36
2024-01-04 17:00:00,10.05,2.86,Night,B,71.97,7.51,46.23,65.34,48.77,72.16,52.9,387.35,2,46.78,0.752,2.101,0,No Defect,49.0
2024-01-04 18:00:00,8.39,0.0,Day,A,77.37,10.0,44.23,68.15,52.26,70.39,34.69,382.92,3,42.33,-0.291,1.187,0,No Defect,62.85
2024-01-04 19:00:00,11.87,2.88,Day,A,73.21,5.2,42.26,71.15,59.29,75.23,58.47,358.66,5,48.01,2.029,-4.703,0,No Defect,106.25
2024-01-04 20:00:00,5.19,0.82,Day,B,80.57,10.0,51.29,68.61,49.99,78.6,82.52,402.09,4,51.25,-1.414,3.613,0,No Defect,53.27
2024-01-04 21:00:00,6.69,10.11,Day,C,83.17,8.9,57.08,67.81,38.14,69.28,14.06,382.36,5,30.96,0.245,1.312,0,No Defect,55.53
2024-01-04 22:00:00,6.43,4.65,Day,A,43.87,5.66,62.14,50.61,46.48,59.73,14.65,262.61,5,39.9,-0.538,0.794,0,No Defect,77.75
2024-01-04 23:00:00,2.15,3.96,Day,B,57.19,9.57,60.41,46.18,21.17,62.39,,298.41,1,20.0,-1.0,0.522,0,No Defect,0.0
2024-01-05 00:00:00,9.18,7.67,Night,A,66.53,8.08,53.6,64.3,51.97,72.21,58.54,367.77,2,55.66,1.279,1.651,0,No Defect,48.88
2024-01-05 01:00:00,9.04,1.63,Day,A,69.66,3.2,52.2,50.68,45.84,69.27,65.09,350.73,4,31.56,-1.612,-4.175,0,No Defect,92.41
2024-01-05 02:00:00,8.02,2.7,Day,A,59.95,8.16,54.53,60.64,47.24,69.04,47.1,337.94,1,44.23,-0.602,2.575,0,No Defect,59.79
2024-01-05 03:00:00,7.06,5.2,Night,B,83.68,9.29,49.31,63.93,40.53,76.62,22.87,415.33,1,44.17,-0.209,-1.946,0,No Defect,31.82
2024-01-05 04:00:00,2.34,8.09,Day,A,99.7,9.78,56.48,67.24,49.28,80.46,42.52,444.88,3,48.44,-0.459,-0.784,0,No Defect,30.29
2024-01-05 05:00:00,6.32,6.51,Day,C,72.79,7.7,58.4,63.72,41.41,67.35,78.4,340.02,5,38.95,0.404,-4.587,0,No Defect,79.7
2024-01-05 06:00:00,6.63,5.74,Night,B,71.27,7.42,58.03,54.37,37.89,68.87,48.23,351.48,4,29.83,-0.162,-3.624,0,No Defect,63.42
2024-01-05 07:00:00,4.79,5.23,Day,C,82.74,7.98,47.94,70.36,57.19,83.29,48.36,415.63,1,50.08,-0.487,3.07,0,No Defect,55.09
2024-01-05 08:00:00,7.35,6.2,Day,A,42.01,5.66,78.7,42.56,42.17,62.37,15.56,233.33,3,38.56,0.972,-1.334,0,No Defect,56.46
2024-01-05 09:00:00,9.62,5.6,Day,A,70.43,5.6,56.18,70.0,52.11,76.51,27.93,359.84,3,46.03,-0.089,2.273,0,No Defect,83.4
2024-01-05 10:00:00,15.54,1.91,Day,C,84.69,3.93,39.63,78.24,73.7,78.09,71.65,389.59,6,70.45,0.517,-1.268,1,Moderate,128.31
2024-01-05 11:00:00,8.7,5.14,Day,B,60.35,7.13,50.01,52.84,45.91,68.34,51.11,316.22,7,50.9,-1.5,3.683,0,No Defect,84.97
2024-01-05 12:00:00,9.03,1.78,Day,C,51.6,6.0,63.13,53.16,40.19,66.7,69.87,309.82,1,37.11,-0.612,-0.097,0,No Defect,33.55
2024-01-05 13:00:00,7.7,5.24,Night,A,67.21,6.0,52.42,63.73,47.74,75.7,43.69,364.65,2,46.13,-0.361,-1.78,0,No Defect,56.41
2024-01-05 14:00:00,1.0,3.56,Night,A,69.09,10.0,63.35,54.14,31.74,71.98,32.98,334.93,0,28.35,1.314,2.892,0,No Defect,21.65
2024-01-05 15:00:00,7.89,12.62,Day,B,56.37,7.79,50.03,52.79,51.48,62.73,51.09,314.2,3,43.21,0.725,0.688,0,No Defect,69.96
2024-01-05 16:00:00,8.24,4.88,Day,A,101.44,6.31,35.93,75.06,57.0,86.44,46.41,421.11,6,54.01,-2.011,0.638,0,No Defect,88.47
2024-01-05 17:00:00,17.85,0.79,Night,B,62.82,4.51,43.43,72.59,74.7,80.53,42.5,317.93,6,60.87,0.539,2.226,1,Moderate,132.61
2024-01-05 18:00:00,7.23,4.6,Day,A,52.7,6.79,65.74,53.02,,61.65,42.89,312.16,1,39.2,1.947,4.879,0,No Defect,55.68
2024-01-05 19:00:00,9.21,6.56,Day,A,68.6,6.87,55.61,64.88,59.68,68.94,52.98,303.94,8,48.17,0.606,-1.286,0,No Defect,119.41
2024-01-05 20:00:00,7.86,10.02,Day,A,83.62,8.71,52.2,75.3,60.21,77.03,47.63,389.1,3,58.41,-1.053,0.333,0,No Defect,71.51
2024-01-05 21:00:00,3.33,3.23,Night,A,70.26,7.93,60.1,54.09,41.43,70.08,41.02,350.71,1,31.43,-0.22,-2.038,0,No Defect,27.11
2024-01-05 22:00:00,12.57,0.25,Day,A,77.28,3.84,42.06,66.97,63.98,74.58,82.07,376.88,6,60.95,0.504,-1.121,1,Minor,109.42
2024-01-05 23:00:00,11.01,7.45,Night,B,56.93,5.93,55.01,64.86,,62.35,61.87,277.61,0,53.28,-0.823,-4.377,0,No Defect,72.16
2024-01-06 00:00:00,11.16,0.86,Day,A,92.32,4.05,45.05,79.46,72.42,88.07,57.38,434.02,4,63.17,0.186,-1.013,1,Minor,99.55
2024-01-06 01:00:00,4.36,3.69,Day,A,78.43,8.06,56.03,62.65,43.82,68.85,54.0,358.32,3,36.62,1.316,-3.049,0,No Defect,62.57
2024-01-06 02:00:00,13.61,4.23,Day,C,85.72,4.82,45.63,81.57,,77.76,64.98,413.98,6,62.75,0.54,1.088,0,No Defect,121.53
2024-01-06 03:00:00,2.39,4.79,Day,A,75.48,5.47,58.92,62.16,,71.84,62.98,353.93,1,42.29,-0.535,-4.57,0,No Defect,21.88
2024-01-06 04:00:00,10.35,7.07,Night,A,82.37,7.17,40.75,106.05,92.48,71.19,39.49,384.6,4,47.54,1.479,-3.712,0,No Defect,90.35
2024-01-06 05:00:00,16.76,2.95,Night,B,56.9,3.86,44.89,109.71,92.15,64.72,32.02,304.31,2,60.27,-1.083,0.373,1,Minor,115.87
2024-01-06 06:00:00,4.04,4.18,Day,C,62.63,10.0,62.55,54.6,35.96,64.25,20.89,316.71,0,38.78,0.34,-0.905,0,No Defect,9.0
2024-01-06 07:00:00,5.73,4.96,Night,A,90.2,8.32,49.42,67.49,38.73,78.11,81.88,425.03,2,35.33,-1.59,-0.912,0,No Defect,33.79
2024-01-06 08:00:00,8.4,5.45,Night,A,93.4,8.16,51.12,73.39,56.53,80.08,48.32,415.22,2,47.93,-1.169,0.415,0,No Defect,59.23
2024-01-06 09:00:00,5.99,5.29,Day,B,52.79,9.69,66.57,51.77,46.53,56.91,63.88,288.45,5,39.8,-0.717,-2.687,0,No Defect,52.91
2024-01-06 10:00:00,1.8,6.31,Day,A,73.75,9.17,54.34,53.92,24.8,72.64,58.03,338.5,1,26.45,0.644,-3.559,0,No Defect,3.15
2024-01-06 11:00:00,8.27,7.53,Day,B,63.54,7.1,63.02,61.31,51.22,72.49,68.69,313.12,4,51.45,0.402,-4.137,0,No Defect,87.53
2024-01-06 12:00:00,3.75,6.18,Day,C,59.54,6.33,49.83,54.47,42.9,67.21,54.03,299.26,1,41.24,-0.164,3.796,0,No Defect,32.68
2024-01-06 13:00:00,9.89,6.36,Day,C,74.27,8.4,59.92,66.84,59.44,74.83,35.08,369.22,4,56.94,1.039,2.745,0,No Defect,65.55
2024-01-06 14:00:00,4.32,0.25,Day,A,87.11,8.27,51.59,72.25,44.39,77.71,39.44,441.38,0,34.19,0.044,-1.285,0,No Defect,21.2
2024-01-06 15:00:00,14.2,5.15,Day,A,76.77,3.52,40.88,77.79,66.48,85.63,49.74,399.92,6,58.48,0.895,-2.246,0,No Defect,122.84
2024-01-06 16:00:00,4.87,6.44,Night,C,65.21,9.41,59.58,55.58,37.03,70.49,31.22,339.01,3,36.57,1.254,0.191,0,No Defect,39.52
2024-01-06 17:00:00,6.71,7.19,Night,A,77.72,4.38,54.66,64.04,56.99,75.9,,401.02,4,53.13,-0.709,-4.152,0,No Defect,98.23
2024-01-06 18:00:00,11.25,2.92,Day,A,64.6,5.42,50.51,64.41,50.12,64.5,37.02,345.81,0,45.43,-0.656,4.176,0,No Defect,75.3
2024-01-06 19:00:00,3.08,3.02,Day,B,76.18,10.0,58.05,59.71,32.31,69.98,50.07,378.22,1,23.06,-1.568,0.763,0,No Defect,17.31
2024-01-06 20:00:00,8.91,3.28,Day,A,90.95,6.22,51.35,79.23,59.0,82.18,47.56,425.66,4,54.27,-0.043,4.311,0,No Defect,96.21
2024-01-06 21:00:00,13.23,6.61,Day,A,38.84,4.29,59.39,51.06,51.46,61.48,56.79,265.16,6,36.05,1.44,4.456,0,No Defect,109.71
2024-01-06 22:00:00,1.57,8.1,Day,C,81.96,8.83,54.17,57.47,35.18,69.53,67.82,352.74,1,31.26,0.421,0.453,0,No Defect,0.55
2024-01-06 23:00:00,8.74,3.78,Day,A,46.91,3.93,64.18,55.69,57.9,67.87,51.36,279.47,1,50.83,0.373,-0.024,0,No Defect,45.94
2024-01-07 00:00:00,9.04,7.72,Day,A,88.42,7.91,48.11,71.35,50.39,72.65,32.46,398.25,3,39.37,1.005,-1.972,0,No Defect,59.2
2024-01-07 01:00:00,11.13,5.37,Day,A,60.44,5.92,49.43,64.06,57.18,73.04,24.27,318.76,9,51.19,1.57,3.187,0,No Defect,116.67
2024-01-07 02:00:00,3.05,4.63,Day,B,51.73,8.52,71.28,41.76,30.37,59.85,57.43,269.34,1,21.29,0.517,4.468,0,No Defect,8.12
2024-01-07 03:00:00,2.72,4.37,Day,A,80.43,8.65,56.98,53.49,33.91,62.42,45.02,386.73,2,28.8,0.702,-3.235,0,No Defect,11.06
2024-01-07 04:00:00,10.09,7.24,Night,A,75.46,6.49,47.35,70.02,50.73,70.97,52.64,367.15,3,37.59,-0.031,2.838,0,No Defect,88.42
2024-01-07 05:00:00,9.19,5.98,Night,B,55.01,7.76,55.72,61.31,48.57,65.99,59.94,308.94,5,51.14,0.383,-3.172,0,No Defect,96.33
2024-01-07 06:00:00,9.0,11.83,Day,C,51.21,6.77,46.43,56.99,46.78,66.93,76.65,330.37,4,30.31,0.982,-3.213,0,No Defect,76.45
2024-01-07 07:00:00,9.39,2.44,Day,A,67.19,4.67,49.77,58.13,55.86,73.08,28.79,349.35,4,52.42,-0.512,-2.373,0,No Defect,77.88
2024-01-07 08:00:00,5.28,6.55,Day,C,51.94,9.02,67.47,48.28,39.43,58.31,39.81,287.9,1,26.16,-0.032,1.918,0,No Defect,34.41
2024-01-07 09:00:00,8.93,3.41,Day,A,54.08,7.62,57.57,52.63,39.29,64.57,53.72,314.23,1,35.06,-0.607,-4.299,0,No Defect,42.27
2024-01-07 10:00:00,9.17,2.39,Day,B,71.73,7.1,44.71,56.63,47.92,68.97,37.9,337.26,4,45.94,0.683,-1.802,0,No Defect,79.17
2024-01-07 11:00:00,5.14,4.97,Day,A,55.51,9.81,67.68,48.91,34.34,62.08,,291.1,1,31.11,-0.121,0.249,0,No Defect,17.35
2024-01-07 12:00:00,15.46,5.41,Night,A,76.4,4.63,38.57,80.36,84.54,75.84,74.64,382.01,2,75.25,0.383,2.967,1,Moderate,90.77
2024-01-07 13:00:00,9.9,13.75,Day,B,92.35,8.2,36.73,83.96,65.51,80.6,39.28,435.38,5,53.75,-1.965,-1.665,1,Minor,89.54
2024-01-07 14:00:00,3.23,4.45,Night,A,67.77,10.0,72.46,58.29,32.58,79.38,35.36,346.38,3,26.16,-1.478,-0.019,0,No Defect,29.5
2024-01-07 15:00:00,10.63,1.61,Day,A,71.95,7.15,43.61,71.83,56.15,80.24,37.78,351.84,4,52.95,0.846,1.292,0,No Defect,82.41
2024-01-07 16:00:00,4.1,5.82,Day,A,100.27,7.44,53.15,,48.02,75.69,71.29,447.37,4,39.52,-0.832,-2.437,0,No Defect,50.77
2024-01-07 17:00:00,11.15,0.0,Day,B,52.19,5.9,51.17,53.93,54.71,66.86,44.57,304.25,3,57.12,-0.982,4.299,0,No Defect,74.37
2024-01-07 18:00:00,12.63,4.72,Day,A,87.87,7.44,40.97,85.95,72.93,79.69,34.22,415.79,5,68.09,-0.869,-1.382,1,Moderate,112.19
2024-01-07 19:00:00,4.72,5.05,Day,A,86.06,6.1,48.29,72.39,51.41,76.67,42.4,399.54,4,57.84,0.2,2.474,0,No Defect,68.88
